SequenceName	SequenceRole	AssignedMolecule	GenBankAccn	Relationship	RefSeqAccn	AssemblyUnit	SequenceLength	UCSCStyleName	circular
211000022279441	unplaced-scaffold	NA	DS485053.1	=	NW_001846342.1	Primary Assembly	1266	chrUn_DS485053v1	FALSE
211000022278973	unplaced-scaffold	NA	DS485055.1	=	NW_001846344.1	Primary Assembly	1264	chrUn_DS485055v1	FALSE
211000022278773	unplaced-scaffold	NA	DS485056.1	=	NW_001846345.1	Primary Assembly	1263	chrUn_DS485056v1	FALSE
211000022278993	unplaced-scaffold	NA	DS485058.1	=	NW_001846347.1	Primary Assembly	1263	chrUn_DS485058v1	FALSE
211000022279015	unplaced-scaffold	NA	DS485059.1	=	NW_001846348.1	Primary Assembly	1263	chrUn_DS485059v1	FALSE
211000022278932	unplaced-scaffold	NA	DS485062.1	=	NW_001846351.1	Primary Assembly	1262	chrUn_DS485062v1	FALSE
211000022278889	unplaced-scaffold	NA	DS485064.1	=	NW_001846353.1	Primary Assembly	1262	chrUn_DS485064v1	FALSE
211000022278302	unplaced-scaffold	NA	DS485065.1	=	NW_001846354.1	Primary Assembly	1262	chrUn_DS485065v1	FALSE
211000022279856	unplaced-scaffold	NA	DS485066.1	=	NW_001846355.1	Primary Assembly	1261	chrUn_DS485066v1	FALSE
211000022280224	unplaced-scaffold	NA	DS485067.1	=	NW_001846356.1	Primary Assembly	1261	chrUn_DS485067v1	FALSE
211000022279615	unplaced-scaffold	NA	DS485068.1	=	NW_001846357.1	Primary Assembly	1260	chrUn_DS485068v1	FALSE
211000022280091	unplaced-scaffold	NA	DS485071.1	=	NW_001846360.1	Primary Assembly	1260	chrUn_DS485071v1	FALSE
211000022278281	unplaced-scaffold	NA	DS485073.1	=	NW_001846362.1	Primary Assembly	1259	chrUn_DS485073v1	FALSE
211000022278887	unplaced-scaffold	NA	DS485076.1	=	NW_001846365.1	Primary Assembly	1258	chrUn_DS485076v1	FALSE
211000022279172	unplaced-scaffold	NA	DS485079.1	=	NW_001846368.1	Primary Assembly	1253	chrUn_DS485079v1	FALSE
211000022278848	unplaced-scaffold	NA	DS485082.1	=	NW_001846371.1	Primary Assembly	1251	chrUn_DS485082v1	FALSE
211000022280020	unplaced-scaffold	NA	DS485083.1	=	NW_001846372.1	Primary Assembly	1251	chrUn_DS485083v1	FALSE
211000022280045	unplaced-scaffold	NA	DS485085.1	=	NW_001846374.1	Primary Assembly	1251	chrUn_DS485085v1	FALSE
211000022278161	unplaced-scaffold	NA	DS485086.1	=	NW_001846375.1	Primary Assembly	1250	chrUn_DS485086v1	FALSE
211000022279432	unplaced-scaffold	NA	DS485087.1	=	NW_001846376.1	Primary Assembly	1249	chrUn_DS485087v1	FALSE
211000022279990	unplaced-scaffold	NA	DS485088.1	=	NW_001846377.1	Primary Assembly	1248	chrUn_DS485088v1	FALSE
211000022278717	unplaced-scaffold	NA	DS485089.1	=	NW_001846378.1	Primary Assembly	1247	chrUn_DS485089v1	FALSE
211000022280177	unplaced-scaffold	NA	DS485091.1	=	NW_001846380.1	Primary Assembly	1246	chrUn_DS485091v1	FALSE
211000022279218	unplaced-scaffold	NA	DS485092.1	=	NW_001846381.1	Primary Assembly	1246	chrUn_DS485092v1	FALSE
211000022280678	unplaced-scaffold	NA	DS485098.1	=	NW_001846387.1	Primary Assembly	1242	chrUn_DS485098v1	FALSE
211000022278943	unplaced-scaffold	NA	DS485100.1	=	NW_001846389.1	Primary Assembly	1241	chrUn_DS485100v1	FALSE
211000022278808	unplaced-scaffold	NA	DS485102.1	=	NW_001846391.1	Primary Assembly	1240	chrUn_DS485102v1	FALSE
211000022280053	unplaced-scaffold	NA	DS485105.1	=	NW_001846394.1	Primary Assembly	1240	chrUn_DS485105v1	FALSE
211000022280304	unplaced-scaffold	NA	DS485107.1	=	NW_001846396.1	Primary Assembly	1239	chrUn_DS485107v1	FALSE
211000022279124	unplaced-scaffold	NA	DS485117.1	=	NW_001846406.1	Primary Assembly	1236	chrUn_DS485117v1	FALSE
211000022279412	unplaced-scaffold	NA	DS485118.1	=	NW_001846407.1	Primary Assembly	1235	chrUn_DS485118v1	FALSE
211000022279267	unplaced-scaffold	NA	DS485122.1	=	NW_001846411.1	Primary Assembly	1234	chrUn_DS485122v1	FALSE
211000022278369	unplaced-scaffold	NA	DS485123.1	=	NW_001846412.1	Primary Assembly	1234	chrUn_DS485123v1	FALSE
211000022279728	unplaced-scaffold	NA	DS485125.1	=	NW_001846414.1	Primary Assembly	1234	chrUn_DS485125v1	FALSE
211000022279417	unplaced-scaffold	NA	DS485127.1	=	NW_001846416.1	Primary Assembly	1233	chrUn_DS485127v1	FALSE
211000022278136	unplaced-scaffold	NA	DS485130.1	=	NW_001846419.1	Primary Assembly	1232	chrUn_DS485130v1	FALSE
211000022278727	unplaced-scaffold	NA	DS485132.1	=	NW_001846421.1	Primary Assembly	1231	chrUn_DS485132v1	FALSE
211000022279183	unplaced-scaffold	NA	DS485133.1	=	NW_001846422.1	Primary Assembly	1231	chrUn_DS485133v1	FALSE
211000022280210	unplaced-scaffold	NA	DS485134.1	=	NW_001846423.1	Primary Assembly	1231	chrUn_DS485134v1	FALSE
211000022279144	unplaced-scaffold	NA	DS485136.1	=	NW_001846425.1	Primary Assembly	1231	chrUn_DS485136v1	FALSE
211000022278582	unplaced-scaffold	NA	DS485138.1	=	NW_001846427.1	Primary Assembly	1229	chrUn_DS485138v1	FALSE
211000022280179	unplaced-scaffold	NA	DS485140.1	=	NW_001846429.1	Primary Assembly	1229	chrUn_DS485140v1	FALSE
211000022280318	unplaced-scaffold	NA	DS485144.1	=	NW_001846433.1	Primary Assembly	1227	chrUn_DS485144v1	FALSE
211000022279645	unplaced-scaffold	NA	DS485146.1	=	NW_001846435.1	Primary Assembly	1227	chrUn_DS485146v1	FALSE
211000022279156	unplaced-scaffold	NA	DS485148.1	=	NW_001846437.1	Primary Assembly	1227	chrUn_DS485148v1	FALSE
211000022279778	unplaced-scaffold	NA	DS485149.1	=	NW_001846438.1	Primary Assembly	1226	chrUn_DS485149v1	FALSE
211000022278242	unplaced-scaffold	NA	DS485150.1	=	NW_001846439.1	Primary Assembly	1226	chrUn_DS485150v1	FALSE
211000022279979	unplaced-scaffold	NA	DS485151.1	=	NW_001846440.1	Primary Assembly	1226	chrUn_DS485151v1	FALSE
211000022280085	unplaced-scaffold	NA	DS485152.1	=	NW_001846441.1	Primary Assembly	1225	chrUn_DS485152v1	FALSE
211000022278755	unplaced-scaffold	NA	DS485153.1	=	NW_001846442.1	Primary Assembly	1225	chrUn_DS485153v1	FALSE
211000022280126	unplaced-scaffold	NA	DS485154.1	=	NW_001846443.1	Primary Assembly	1225	chrUn_DS485154v1	FALSE
211000022280303	unplaced-scaffold	NA	DS485155.1	=	NW_001846444.1	Primary Assembly	1225	chrUn_DS485155v1	FALSE
211000022279128	unplaced-scaffold	NA	DS485156.1	=	NW_001846445.1	Primary Assembly	1225	chrUn_DS485156v1	FALSE
211000022280139	unplaced-scaffold	NA	DS485157.1	=	NW_001846446.1	Primary Assembly	1225	chrUn_DS485157v1	FALSE
211000022279590	unplaced-scaffold	NA	DS485160.1	=	NW_001846449.1	Primary Assembly	1224	chrUn_DS485160v1	FALSE
211000022279682	unplaced-scaffold	NA	DS485161.1	=	NW_001846450.1	Primary Assembly	1224	chrUn_DS485161v1	FALSE
211000022280308	unplaced-scaffold	NA	DS485162.1	=	NW_001846451.1	Primary Assembly	1223	chrUn_DS485162v1	FALSE
211000022278758	unplaced-scaffold	NA	DS485163.1	=	NW_001846452.1	Primary Assembly	1223	chrUn_DS485163v1	FALSE
211000022278651	unplaced-scaffold	NA	DS485165.1	=	NW_001846454.1	Primary Assembly	1222	chrUn_DS485165v1	FALSE
211000022280230	unplaced-scaffold	NA	DS485169.1	=	NW_001846458.1	Primary Assembly	1220	chrUn_DS485169v1	FALSE
211000022279017	unplaced-scaffold	NA	DS485173.1	=	NW_001846462.1	Primary Assembly	1219	chrUn_DS485173v1	FALSE
211000022279647	unplaced-scaffold	NA	DS485174.1	=	NW_001846463.1	Primary Assembly	1219	chrUn_DS485174v1	FALSE
211000022280081	unplaced-scaffold	NA	DS485176.1	=	NW_001846465.1	Primary Assembly	1219	chrUn_DS485176v1	FALSE
211000022279872	unplaced-scaffold	NA	DS485177.1	=	NW_001846466.1	Primary Assembly	1218	chrUn_DS485177v1	FALSE
211000022278196	unplaced-scaffold	NA	DS485181.1	=	NW_001846470.1	Primary Assembly	1214	chrUn_DS485181v1	FALSE
211000022280691	unplaced-scaffold	NA	DS485182.1	=	NW_001846471.1	Primary Assembly	1213	chrUn_DS485182v1	FALSE
211000022279554	unplaced-scaffold	NA	DS485184.1	=	NW_001846473.1	Primary Assembly	1212	chrUn_DS485184v1	FALSE
211000022279991	unplaced-scaffold	NA	DS485190.1	=	NW_001846479.1	Primary Assembly	1211	chrUn_DS485190v1	FALSE
211000022279185	unplaced-scaffold	NA	DS485192.1	=	NW_001846481.1	Primary Assembly	1210	chrUn_DS485192v1	FALSE
211000022279648	unplaced-scaffold	NA	DS485194.1	=	NW_001846483.1	Primary Assembly	1209	chrUn_DS485194v1	FALSE
211000022280314	unplaced-scaffold	NA	DS485198.1	=	NW_001846487.1	Primary Assembly	1209	chrUn_DS485198v1	FALSE
211000022278748	unplaced-scaffold	NA	DS485199.1	=	NW_001846488.1	Primary Assembly	1208	chrUn_DS485199v1	FALSE
211000022279729	unplaced-scaffold	NA	DS485200.1	=	NW_001846489.1	Primary Assembly	1208	chrUn_DS485200v1	FALSE
211000022279480	unplaced-scaffold	NA	DS485203.1	=	NW_001846492.1	Primary Assembly	1208	chrUn_DS485203v1	FALSE
211000022279819	unplaced-scaffold	NA	DS485204.1	=	NW_001846493.1	Primary Assembly	1207	chrUn_DS485204v1	FALSE
211000022278409	unplaced-scaffold	NA	DS485205.1	=	NW_001846494.1	Primary Assembly	1206	chrUn_DS485205v1	FALSE
211000022279591	unplaced-scaffold	NA	DS485208.1	=	NW_001846497.1	Primary Assembly	1205	chrUn_DS485208v1	FALSE
211000022278729	unplaced-scaffold	NA	DS485209.1	=	NW_001846498.1	Primary Assembly	1205	chrUn_DS485209v1	FALSE
211000022279853	unplaced-scaffold	NA	DS485211.1	=	NW_001846500.1	Primary Assembly	1205	chrUn_DS485211v1	FALSE
211000022279445	unplaced-scaffold	NA	DS485215.1	=	NW_001846504.1	Primary Assembly	1203	chrUn_DS485215v1	FALSE
211000022280154	unplaced-scaffold	NA	DS485216.1	=	NW_001846505.1	Primary Assembly	1203	chrUn_DS485216v1	FALSE
211000022279425	unplaced-scaffold	NA	DS485218.1	=	NW_001846507.1	Primary Assembly	1203	chrUn_DS485218v1	FALSE
211000022279413	unplaced-scaffold	NA	DS485220.1	=	NW_001846509.1	Primary Assembly	1202	chrUn_DS485220v1	FALSE
211000022280120	unplaced-scaffold	NA	DS485221.1	=	NW_001846510.1	Primary Assembly	1201	chrUn_DS485221v1	FALSE
211000022278430	unplaced-scaffold	NA	DS485223.1	=	NW_001846512.1	Primary Assembly	1200	chrUn_DS485223v1	FALSE
211000022279127	unplaced-scaffold	NA	DS485224.1	=	NW_001846513.1	Primary Assembly	1200	chrUn_DS485224v1	FALSE
211000022278503	unplaced-scaffold	NA	DS485226.1	=	NW_001846515.1	Primary Assembly	1199	chrUn_DS485226v1	FALSE
211000022280121	unplaced-scaffold	NA	DS485227.1	=	NW_001846516.1	Primary Assembly	1199	chrUn_DS485227v1	FALSE
211000022279555	unplaced-scaffold	NA	DS485228.1	=	NW_001846517.1	Primary Assembly	1198	chrUn_DS485228v1	FALSE
211000022278569	unplaced-scaffold	NA	DS485229.1	=	NW_001846518.1	Primary Assembly	1198	chrUn_DS485229v1	FALSE
211000022280345	unplaced-scaffold	NA	DS485230.1	=	NW_001846519.1	Primary Assembly	1197	chrUn_DS485230v1	FALSE
211000022279462	unplaced-scaffold	NA	DS485233.1	=	NW_001846522.1	Primary Assembly	1197	chrUn_DS485233v1	FALSE
211000022278290	unplaced-scaffold	NA	DS485239.1	=	NW_001846528.1	Primary Assembly	1195	chrUn_DS485239v1	FALSE
211000022278547	unplaced-scaffold	NA	DS485240.1	=	NW_001846529.1	Primary Assembly	1195	chrUn_DS485240v1	FALSE
211000022278769	unplaced-scaffold	NA	DS485242.1	=	NW_001846531.1	Primary Assembly	1194	chrUn_DS485242v1	FALSE
211000022279444	unplaced-scaffold	NA	DS485243.1	=	NW_001846532.1	Primary Assembly	1193	chrUn_DS485243v1	FALSE
211000022280076	unplaced-scaffold	NA	DS485245.1	=	NW_001846534.1	Primary Assembly	1193	chrUn_DS485245v1	FALSE
211000022278171	unplaced-scaffold	NA	DS485246.1	=	NW_001846535.1	Primary Assembly	1193	chrUn_DS485246v1	FALSE
211000022279758	unplaced-scaffold	NA	DS485247.1	=	NW_001846536.1	Primary Assembly	1193	chrUn_DS485247v1	FALSE
211000022278951	unplaced-scaffold	NA	DS485249.1	=	NW_001846538.1	Primary Assembly	1192	chrUn_DS485249v1	FALSE
211000022279498	unplaced-scaffold	NA	DS485251.1	=	NW_001846540.1	Primary Assembly	1192	chrUn_DS485251v1	FALSE
211000022280083	unplaced-scaffold	NA	DS485252.1	=	NW_001846541.1	Primary Assembly	1191	chrUn_DS485252v1	FALSE
211000022279789	unplaced-scaffold	NA	DS485253.1	=	NW_001846542.1	Primary Assembly	1191	chrUn_DS485253v1	FALSE
211000022278407	unplaced-scaffold	NA	DS485254.1	=	NW_001846543.1	Primary Assembly	1190	chrUn_DS485254v1	FALSE
211000022278668	unplaced-scaffold	NA	DS485255.1	=	NW_001846544.1	Primary Assembly	1190	chrUn_DS485255v1	FALSE
211000022280319	unplaced-scaffold	NA	DS485256.1	=	NW_001846545.1	Primary Assembly	1190	chrUn_DS485256v1	FALSE
211000022279738	unplaced-scaffold	NA	DS485258.1	=	NW_001846547.1	Primary Assembly	1189	chrUn_DS485258v1	FALSE
211000022280689	unplaced-scaffold	NA	DS485259.1	=	NW_001846548.1	Primary Assembly	1189	chrUn_DS485259v1	FALSE
211000022279095	unplaced-scaffold	NA	DS485260.1	=	NW_001846549.1	Primary Assembly	1189	chrUn_DS485260v1	FALSE
211000022278370	unplaced-scaffold	NA	DS485261.1	=	NW_001846550.1	Primary Assembly	1189	chrUn_DS485261v1	FALSE
211000022279508	unplaced-scaffold	NA	DS485263.1	=	NW_001846552.1	Primary Assembly	1188	chrUn_DS485263v1	FALSE
211000022279406	unplaced-scaffold	NA	DS485264.1	=	NW_001846553.1	Primary Assembly	1186	chrUn_DS485264v1	FALSE
211000022279660	unplaced-scaffold	NA	DS485265.1	=	NW_001846554.1	Primary Assembly	1186	chrUn_DS485265v1	FALSE
211000022278091	unplaced-scaffold	NA	DS485270.1	=	NW_001846559.1	Primary Assembly	1185	chrUn_DS485270v1	FALSE
211000022279358	unplaced-scaffold	NA	DS485273.1	=	NW_001846562.1	Primary Assembly	1185	chrUn_DS485273v1	FALSE
211000022279631	unplaced-scaffold	NA	DS485275.1	=	NW_001846564.1	Primary Assembly	1185	chrUn_DS485275v1	FALSE
211000022278202	unplaced-scaffold	NA	DS485280.1	=	NW_001846569.1	Primary Assembly	1184	chrUn_DS485280v1	FALSE
211000022280194	unplaced-scaffold	NA	DS485284.1	=	NW_001846573.1	Primary Assembly	1182	chrUn_DS485284v1	FALSE
211000022278429	unplaced-scaffold	NA	DS485285.1	=	NW_001846574.1	Primary Assembly	1181	chrUn_DS485285v1	FALSE
211000022278702	unplaced-scaffold	NA	DS485290.1	=	NW_001846579.1	Primary Assembly	1179	chrUn_DS485290v1	FALSE
211000022279375	unplaced-scaffold	NA	DS485291.1	=	NW_001846580.1	Primary Assembly	1179	chrUn_DS485291v1	FALSE
211000022279622	unplaced-scaffold	NA	DS485292.1	=	NW_001846581.1	Primary Assembly	1179	chrUn_DS485292v1	FALSE
211000022278166	unplaced-scaffold	NA	DS485294.1	=	NW_001846583.1	Primary Assembly	1178	chrUn_DS485294v1	FALSE
211000022278265	unplaced-scaffold	NA	DS485296.1	=	NW_001846585.1	Primary Assembly	1178	chrUn_DS485296v1	FALSE
211000022280225	unplaced-scaffold	NA	DS485297.1	=	NW_001846586.1	Primary Assembly	1178	chrUn_DS485297v1	FALSE
211000022279317	unplaced-scaffold	NA	DS485298.1	=	NW_001846587.1	Primary Assembly	1178	chrUn_DS485298v1	FALSE
211000022280183	unplaced-scaffold	NA	DS485301.1	=	NW_001846590.1	Primary Assembly	1177	chrUn_DS485301v1	FALSE
211000022278497	unplaced-scaffold	NA	DS485304.1	=	NW_001846593.1	Primary Assembly	1175	chrUn_DS485304v1	FALSE
211000022279811	unplaced-scaffold	NA	DS485306.1	=	NW_001846595.1	Primary Assembly	1174	chrUn_DS485306v1	FALSE
211000022279360	unplaced-scaffold	NA	DS485309.1	=	NW_001846598.1	Primary Assembly	1173	chrUn_DS485309v1	FALSE
211000022278688	unplaced-scaffold	NA	DS485311.1	=	NW_001846600.1	Primary Assembly	1173	chrUn_DS485311v1	FALSE
211000022278432	unplaced-scaffold	NA	DS485313.1	=	NW_001846602.1	Primary Assembly	1171	chrUn_DS485313v1	FALSE
211000022279956	unplaced-scaffold	NA	DS485314.1	=	NW_001846603.1	Primary Assembly	1171	chrUn_DS485314v1	FALSE
211000022279668	unplaced-scaffold	NA	DS485319.1	=	NW_001846608.1	Primary Assembly	1169	chrUn_DS485319v1	FALSE
211000022278940	unplaced-scaffold	NA	DS485322.1	=	NW_001846611.1	Primary Assembly	1168	chrUn_DS485322v1	FALSE
211000022280257	unplaced-scaffold	NA	DS485323.1	=	NW_001846612.1	Primary Assembly	1167	chrUn_DS485323v1	FALSE
211000022278897	unplaced-scaffold	NA	DS485324.1	=	NW_001846613.1	Primary Assembly	1167	chrUn_DS485324v1	FALSE
211000022278781	unplaced-scaffold	NA	DS485325.1	=	NW_001846614.1	Primary Assembly	1167	chrUn_DS485325v1	FALSE
211000022279549	unplaced-scaffold	NA	DS485326.1	=	NW_001846615.1	Primary Assembly	1166	chrUn_DS485326v1	FALSE
211000022280164	unplaced-scaffold	NA	DS485330.1	=	NW_001846619.1	Primary Assembly	1166	chrUn_DS485330v1	FALSE
211000022278673	unplaced-scaffold	NA	DS485331.1	=	NW_001846620.1	Primary Assembly	1165	chrUn_DS485331v1	FALSE
211000022278423	unplaced-scaffold	NA	DS485333.1	=	NW_001846622.1	Primary Assembly	1165	chrUn_DS485333v1	FALSE
211000022278267	unplaced-scaffold	NA	DS485337.1	=	NW_001846626.1	Primary Assembly	1163	chrUn_DS485337v1	FALSE
211000022279655	unplaced-scaffold	NA	DS485338.1	=	NW_001846627.1	Primary Assembly	1163	chrUn_DS485338v1	FALSE
211000022278296	unplaced-scaffold	NA	DS485339.1	=	NW_001846628.1	Primary Assembly	1163	chrUn_DS485339v1	FALSE
211000022278119	unplaced-scaffold	NA	DS485340.1	=	NW_001846629.1	Primary Assembly	1163	chrUn_DS485340v1	FALSE
211000022278313	unplaced-scaffold	NA	DS485341.1	=	NW_001846630.1	Primary Assembly	1162	chrUn_DS485341v1	FALSE
211000022278520	unplaced-scaffold	NA	DS485342.1	=	NW_001846631.1	Primary Assembly	1162	chrUn_DS485342v1	FALSE
211000022278708	unplaced-scaffold	NA	DS485349.1	=	NW_001846638.1	Primary Assembly	1161	chrUn_DS485349v1	FALSE
211000022278901	unplaced-scaffold	NA	DS485353.1	=	NW_001846642.1	Primary Assembly	1160	chrUn_DS485353v1	FALSE
211000022278184	unplaced-scaffold	NA	DS485354.1	=	NW_001846643.1	Primary Assembly	1160	chrUn_DS485354v1	FALSE
211000022278170	unplaced-scaffold	NA	DS485356.1	=	NW_001846645.1	Primary Assembly	1160	chrUn_DS485356v1	FALSE
211000022278403	unplaced-scaffold	NA	DS485357.1	=	NW_001846646.1	Primary Assembly	1159	chrUn_DS485357v1	FALSE
211000022279135	unplaced-scaffold	NA	DS485361.1	=	NW_001846650.1	Primary Assembly	1159	chrUn_DS485361v1	FALSE
211000022278946	unplaced-scaffold	NA	DS485362.1	=	NW_001846651.1	Primary Assembly	1158	chrUn_DS485362v1	FALSE
211000022278416	unplaced-scaffold	NA	DS485365.1	=	NW_001846654.1	Primary Assembly	1157	chrUn_DS485365v1	FALSE
211000022279069	unplaced-scaffold	NA	DS485368.1	=	NW_001846657.1	Primary Assembly	1157	chrUn_DS485368v1	FALSE
211000022279448	unplaced-scaffold	NA	DS485370.1	=	NW_001846659.1	Primary Assembly	1156	chrUn_DS485370v1	FALSE
211000022279309	unplaced-scaffold	NA	DS485371.1	=	NW_001846660.1	Primary Assembly	1156	chrUn_DS485371v1	FALSE
211000022278283	unplaced-scaffold	NA	DS485376.1	=	NW_001846665.1	Primary Assembly	1155	chrUn_DS485376v1	FALSE
211000022279474	unplaced-scaffold	NA	DS485379.1	=	NW_001846668.1	Primary Assembly	1154	chrUn_DS485379v1	FALSE
211000022278295	unplaced-scaffold	NA	DS485381.1	=	NW_001846670.1	Primary Assembly	1154	chrUn_DS485381v1	FALSE
211000022279726	unplaced-scaffold	NA	DS485382.1	=	NW_001846671.1	Primary Assembly	1154	chrUn_DS485382v1	FALSE
211000022279469	unplaced-scaffold	NA	DS485383.1	=	NW_001846672.1	Primary Assembly	1154	chrUn_DS485383v1	FALSE
211000022280688	unplaced-scaffold	NA	DS485385.1	=	NW_001846674.1	Primary Assembly	1153	chrUn_DS485385v1	FALSE
211000022278174	unplaced-scaffold	NA	DS485386.1	=	NW_001846675.1	Primary Assembly	1153	chrUn_DS485386v1	FALSE
211000022278391	unplaced-scaffold	NA	DS485387.1	=	NW_001846676.1	Primary Assembly	1152	chrUn_DS485387v1	FALSE
211000022280056	unplaced-scaffold	NA	DS485389.1	=	NW_001846678.1	Primary Assembly	1152	chrUn_DS485389v1	FALSE
211000022278134	unplaced-scaffold	NA	DS485390.1	=	NW_001846679.1	Primary Assembly	1152	chrUn_DS485390v1	FALSE
211000022279487	unplaced-scaffold	NA	DS485392.1	=	NW_001846681.1	Primary Assembly	1151	chrUn_DS485392v1	FALSE
211000022280106	unplaced-scaffold	NA	DS485393.1	=	NW_001846682.1	Primary Assembly	1150	chrUn_DS485393v1	FALSE
211000022278870	unplaced-scaffold	NA	DS485395.1	=	NW_001846684.1	Primary Assembly	1150	chrUn_DS485395v1	FALSE
211000022279722	unplaced-scaffold	NA	DS485397.1	=	NW_001846686.1	Primary Assembly	1148	chrUn_DS485397v1	FALSE
211000022278096	unplaced-scaffold	NA	DS485398.1	=	NW_001846687.1	Primary Assembly	1148	chrUn_DS485398v1	FALSE
211000022280124	unplaced-scaffold	NA	DS485400.1	=	NW_001846689.1	Primary Assembly	1148	chrUn_DS485400v1	FALSE
211000022279232	unplaced-scaffold	NA	DS485401.1	=	NW_001846690.1	Primary Assembly	1148	chrUn_DS485401v1	FALSE
211000022278191	unplaced-scaffold	NA	DS485403.1	=	NW_001846692.1	Primary Assembly	1148	chrUn_DS485403v1	FALSE
211000022278401	unplaced-scaffold	NA	DS485407.1	=	NW_001846696.1	Primary Assembly	1147	chrUn_DS485407v1	FALSE
211000022280130	unplaced-scaffold	NA	DS485410.1	=	NW_001846699.1	Primary Assembly	1147	chrUn_DS485410v1	FALSE
211000022279148	unplaced-scaffold	NA	DS485411.1	=	NW_001846700.1	Primary Assembly	1146	chrUn_DS485411v1	FALSE
211000022278663	unplaced-scaffold	NA	DS485415.1	=	NW_001846704.1	Primary Assembly	1146	chrUn_DS485415v1	FALSE
211000022280180	unplaced-scaffold	NA	DS485419.1	=	NW_001846708.1	Primary Assembly	1144	chrUn_DS485419v1	FALSE
211000022279175	unplaced-scaffold	NA	DS485420.1	=	NW_001846709.1	Primary Assembly	1144	chrUn_DS485420v1	FALSE
211000022278263	unplaced-scaffold	NA	DS485421.1	=	NW_001846710.1	Primary Assembly	1144	chrUn_DS485421v1	FALSE
211000022280704	unplaced-scaffold	NA	DS485424.1	=	NW_001846713.1	Primary Assembly	1143	chrUn_DS485424v1	FALSE
211000022278033	unplaced-scaffold	NA	DS485425.1	=	NW_001846714.1	Primary Assembly	1143	chrUn_DS485425v1	FALSE
211000022280018	unplaced-scaffold	NA	DS485426.1	=	NW_001846715.1	Primary Assembly	1142	chrUn_DS485426v1	FALSE
211000022279361	unplaced-scaffold	NA	DS485428.1	=	NW_001846717.1	Primary Assembly	1142	chrUn_DS485428v1	FALSE
211000022279987	unplaced-scaffold	NA	DS485429.1	=	NW_001846718.1	Primary Assembly	1141	chrUn_DS485429v1	FALSE
211000022278143	unplaced-scaffold	NA	DS485433.1	=	NW_001846722.1	Primary Assembly	1140	chrUn_DS485433v1	FALSE
211000022279603	unplaced-scaffold	NA	DS485434.1	=	NW_001846723.1	Primary Assembly	1140	chrUn_DS485434v1	FALSE
211000022278745	unplaced-scaffold	NA	DS485437.1	=	NW_001846726.1	Primary Assembly	1140	chrUn_DS485437v1	FALSE
211000022278807	unplaced-scaffold	NA	DS485438.1	=	NW_001846727.1	Primary Assembly	1139	chrUn_DS485438v1	FALSE
211000022279418	unplaced-scaffold	NA	DS485439.1	=	NW_001846728.1	Primary Assembly	1139	chrUn_DS485439v1	FALSE
211000022279422	unplaced-scaffold	NA	DS485441.1	=	NW_001846730.1	Primary Assembly	1139	chrUn_DS485441v1	FALSE
211000022278928	unplaced-scaffold	NA	DS485442.1	=	NW_001846731.1	Primary Assembly	1139	chrUn_DS485442v1	FALSE
211000022278294	unplaced-scaffold	NA	DS485443.1	=	NW_001846732.1	Primary Assembly	1138	chrUn_DS485443v1	FALSE
211000022280232	unplaced-scaffold	NA	DS485448.1	=	NW_001846737.1	Primary Assembly	1137	chrUn_DS485448v1	FALSE
211000022278333	unplaced-scaffold	NA	DS485451.1	=	NW_001846740.1	Primary Assembly	1136	chrUn_DS485451v1	FALSE
211000022279222	unplaced-scaffold	NA	DS485453.1	=	NW_001846742.1	Primary Assembly	1136	chrUn_DS485453v1	FALSE
211000022279115	unplaced-scaffold	NA	DS485456.1	=	NW_001846745.1	Primary Assembly	1135	chrUn_DS485456v1	FALSE
211000022278221	unplaced-scaffold	NA	DS485457.1	=	NW_001846746.1	Primary Assembly	1135	chrUn_DS485457v1	FALSE
211000022279747	unplaced-scaffold	NA	DS485461.1	=	NW_001846750.1	Primary Assembly	1134	chrUn_DS485461v1	FALSE
211000022278750	unplaced-scaffold	NA	DS485462.1	=	NW_001846751.1	Primary Assembly	1134	chrUn_DS485462v1	FALSE
211000022279744	unplaced-scaffold	NA	DS485464.1	=	NW_001846753.1	Primary Assembly	1133	chrUn_DS485464v1	FALSE
211000022278958	unplaced-scaffold	NA	DS485466.1	=	NW_001846755.1	Primary Assembly	1133	chrUn_DS485466v1	FALSE
211000022278140	unplaced-scaffold	NA	DS485467.1	=	NW_001846756.1	Primary Assembly	1132	chrUn_DS485467v1	FALSE
211000022279125	unplaced-scaffold	NA	DS485468.1	=	NW_001846757.1	Primary Assembly	1132	chrUn_DS485468v1	FALSE
211000022279088	unplaced-scaffold	NA	DS485469.1	=	NW_001846758.1	Primary Assembly	1132	chrUn_DS485469v1	FALSE
211000022278977	unplaced-scaffold	NA	DS485472.1	=	NW_001846761.1	Primary Assembly	1131	chrUn_DS485472v1	FALSE
211000022278445	unplaced-scaffold	NA	DS485475.1	=	NW_001846764.1	Primary Assembly	1130	chrUn_DS485475v1	FALSE
211000022278788	unplaced-scaffold	NA	DS485477.1	=	NW_001846766.1	Primary Assembly	1130	chrUn_DS485477v1	FALSE
211000022279899	unplaced-scaffold	NA	DS485481.1	=	NW_001846770.1	Primary Assembly	1129	chrUn_DS485481v1	FALSE
211000022279684	unplaced-scaffold	NA	DS485482.1	=	NW_001846771.1	Primary Assembly	1129	chrUn_DS485482v1	FALSE
